"name","type","address","zip_code","state_ab","city","zip_code-2","lst","lon","mean","median","stdev","sum_w"
"QuikTrip","convenience","3768 S Carrier Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"KFC","hotdogs","2559 Sara Jane Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"McDonald's","hotdogs","308 Westchase Dr","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Wendy's","burgers","2964 W Camp Wisdom Road","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"QuikTrip","servicestations","4005 Lake Ridge Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Circle K","convenience","2501 SE Green Oaks Blvd","76018","TX","Arlington","76018","32.6632881","-97.0842141",86381,68712,53704,"314.2419119"
"circle k","convenience","3980 S Belt Line Rd","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Mason Chicken & Seafood","chicken_wings","3950 S Carrier Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Burger King","burgers","5060 S State Highway 360","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Wendy's","hotdogs","2554 W Interstate 20","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Papa Johns Pizza","pizza","5145 Lake Ridge Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"McDonald's","hotdogs","2225 W I-20","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Go Loco Street Tacos & Burritos","hotdogs","3051 Mayfield Rd","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"QuikTrip","servicestations","2451 E Sublett rd","76018","TX","Arlington","76018","32.6632881","-97.0842141",86381,68712,53704,"314.2419119"
"Jack in the Box","hotdogs","2401 Se Green Oaks Blvd","76018","TX","Arlington","76018","32.6632881","-97.0842141",86381,68712,53704,"314.2419119"
"Cheddar's Scratch Kitchen","comfortfood","4106 S Carrier Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"McDonald's","hotdogs","3902 S Great Sw Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Panera Bread","sandwiches","4125 S. Carrier Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Mr. Philly","cheesesteaks","3725 S Carrier Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Pizza Hut","pizza","3502 S Carrier Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Taco Bell","mexican","3192 State Hwy 161","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Pizza Hut","pizza","3040 Camp Wisdom Rd","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"QuikTrip","convenience","3768 S Carrier Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Auntie Anne's","pretzels","2950 W Interstate 20","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Raising Cane’s Chicken Fingers","hotdogs","3158 State Hwy 161","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Subway","sandwiches","3040 Camp Wisdom Rd","76002","TX","Arlington","76002","32.6082493","-97.0894165",97787,88599,55084,"311.0050392"
"Chickenow","chicken_wings","2950 Interstate 20 Frontage Rd","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Sonic Drive-In","hotdogs","3738 S Carrier Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Sonic Drive-In","hotdogs","2991 S Highway 360","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Burger King","hotdogs","5917-5961 State Hwy 360",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Whataburger","burgers","3360 S Watson Rd","76014","TX","Arlington","76014","32.6989216","-97.0891636",61695,300000,39166,"123.0635216"
"Chili's","tradamerican","412 Westchase Dr","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Golden Corral Buffet & Grill","buffets","2820 I-20 West","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Pizza Hut","pizza","3400 S Watson Rd","76014","TX","Arlington","76014","32.6989216","-97.0891636",61695,300000,39166,"123.0635216"
"Buffalo Wild Wings","tradamerican","2315 Interstate 20 W","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Subway","sandwiches","4010 Great Southwest Pkwy","75052","TX","Grand Prairie","75052","32.660645","-96.9928283",107008,104518,60198,"520.1592369"
"Subway","sandwiches","2501 E Mayfield","76014","TX","Arlington","76014","32.6989216","-97.0891636",61695,300000,39166,"123.0635216"
"Panda Express","hotdogs","5667 State Highway 121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"McDonald's","hotdogs","4640 State Highway 121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Wendy's","burgers","5309 S.H. 121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Chili's","bars","4570 State Hwy 121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Bonchon Colony","chicken_wings","4940 SH-121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Zoes Kitchen","mediterranean","4600 Sh 121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Taco Bell","mexican","3561 Plano Parkway","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Burger King","burgers","3700 Main St","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Papa Johns Pizza","pizza","4300 Main St","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"QuikTrip","convenience","4850 Main St","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"The Colony Cafe","cafes","4181 Main St","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Pizza Hut","pizza","4750 S Colony Blvd","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Pho 544","vietnamese","121 E FM 544","75094","TX","Murphy","75094","33.016784","-96.608515",126980,116815,68980,"1535.029948"
"Roma's Italian Restaurant - The Colony","pizza","6700 Main St","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Texas Roadhouse","steak","4125 State Hwy 121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Angelina's Don Francisco's","mexican","4851 Main St","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Subway","sandwiches","4691 State Hwy 121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Studio Movie Grill","tradamerican","4800 TX-121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Mi Cocina","mexican","5400 Nebraska Furniture Mart Dr","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Cheddar's Scratch Kitchen","tradamerican","5450 Nebraska Furniture Mart Dr","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Subway","sandwiches","6805 Main St","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"On The Border Mexican Grill & Cantina - College Station","mexican","709 Texas Ave","77840","TX","College Station","77840","30.6245417","-96.3221629",37113,21529,45803,"1796.507826"
"Subway","sandwiches","5333 State Hwy 121","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Subway","sandwiches","5600 Nebraska Furnituremart Dr","75056","TX","Lewisville","75056","33.0628042","-96.9288491",64793,300000,56019,"359.4864789"
"Five Guys","burgers","859 Sh 121","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Taco Bell","hotdogs","731 Hebron Parkway","75057","TX","Lewisville","75057","33.046551","-96.981826",99890,100153,55708,"131.4247223"
"Sonic Drive-In","hotdogs","380 E Round Grove Rd","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Martinez Grill and Taqueria","mexican","788 South Mill St","75057","TX","Lewisville","75057","33.046551","-96.981826",99890,100153,55708,"131.4247223"
"Taco Bell","mexican","855 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Taco Cabana","mexican","525 Surf","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"A&W Restaurant","hotdogs","733 Hebron Pkwy","75057","TX","Lewisville","75057","33.046551","-96.981826",99890,100153,55708,"131.4247223"
"Golden Chick","hotdogs","179 N Valley Pkwy","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"QuikTrip","servicestations","801 E Sh121 Bus","75057","TX","Lewisville","75057","33.046551","-96.981826",99890,100153,55708,"131.4247223"
"Catrina Grill","mexican","383 Huffines Plz","75057","TX","Lewisville","75057","33.046551","-96.981826",99890,100153,55708,"131.4247223"
"KFC","hotdogs","733 Hebron Pkwy","75057","TX","Lewisville","75057","33.046551","-96.981826",99890,100153,55708,"131.4247223"
"Freebirds World Burrito","mexican","565 E Highway 3040","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Ale Taco","tacos","880 Hebron Pkwy","75057","TX","Lewisville","75057","33.046551","-96.981826",99890,100153,55708,"131.4247223"
"Wendy's","burgers","2146 S State Highway 121","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Arby's","hotdogs","220 E Round Grove Rd","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Helen's Hot Chicken","salad","413 E Round Grove Rd","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Popeyes Louisiana Kitchen","chicken_wings","1394 Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Street Taco","mexican","1191 Valley Ridge Blvd","75077","TX","Highland Village","75077","33.0903134","-97.0416326",122832,300000,63833,"132.8565268"
"Panera Bread","sandwiches","595 E Round Grove Rd","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Chipotle Mexican Grill","mexican","2605 S Stemmons Fwy","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Dairy Queen","icecream","825 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Taco Bell","hotdogs","1311 S State Highway 121 Business","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Sneaky Petes","bars","2 Eagle Point Dr","75077","TX","Highland Village","75077","33.0903134","-97.0416326",122832,300000,63833,"132.8565268"
"Burger King","hotdogs","1313 S State Highway 121","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Chipotle Mexican Grill","mexican","722 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Chante Mexican Grill & Cantina","mexican","951 W Round Grove Rd","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Korner Cafe","tradamerican","921 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Starwood Diner - Lewisville","diners","859 State Highway 121 Byp","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"McDonald's","coffee","501 E Fm 3040","75028","TX","Flower Mound","75028","33.0333405","-97.0340801",93007,75687,59266,"331.7115839"
"Panda Express","chinese","2325 S. Stemmons Fwy","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Jimmy John's","sandwiches","1286 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"McDonald's","hotdogs","765 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Salt N Pepper","food_court","2401 Stemmons Fwy","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Mama's Daughters Diner","tradamerican","1288 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Fuzzy's Taco Shop","mexican","1288 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Jimmy John's","sandwiches","335 E Round Grove Rd","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Long John Silver's","seafood","731 Hebron Pkwy","75057","TX","Lewisville","75057","33.046551","-96.981826",99890,100153,55708,"131.4247223"
"Pizza Hut","pizza","2154 S Hwy 121","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"QuikTrip","servicestations","1701 S State Hwy 121 Bus","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Sonic Drive-In","hotdogs","175 N. Valley Parkway (N Valley Pkwy &  W Main St)","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Burger King","burgers","1104 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Taco Bell","hotdogs","1025 W Round Grove Rd","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Pizza Hut","chicken_wings","1081 W Main St","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Taqueria La Esperanza","mexican","1297 Justin Rd","75077","TX","Highland Village","75077","33.0903134","-97.0416326",122832,300000,63833,"132.8565268"
"Subway","hotdogs","500 W Main St","75057","TX","Lewisville","75057","33.046551","-96.981826",99890,100153,55708,"131.4247223"
"Chili's","tradamerican","1935 S Stemmons Fwy","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Domino's Pizza","pizza","175 S Southwest Pkwy","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Burger King","burgers","908 W Valley Ridge Blvd","75077","TX","Highland Village","75077","33.0903134","-97.0416326",122832,300000,63833,"132.8565268"
"McDonald's","hotdogs","1107 W Fm3040","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"QuikTrip","convenience","1035 W Round Grove rd","75067","TX","Lewisville","75067","33.0238447","-97.0322997",86522,300000,31317,"103.3217916"
"Rainbow Snow Cones","desserts","5422 Bernal Dr","75212","TX","Dallas","75212","32.7878258","-96.8488369",31081,27521,21723,"1136.430176"
"Church's Chicken","chicken_wings","501 N O'Connor Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"McDonald's","hotdogs","450 Merrifield Rd","75211","TX","Dallas","75211","32.7622681","-96.8663762",39870,23286,48557,"965.2189985"
"Schlotzsky's","sandwiches","795 Small Hill Dr","75050","TX","Grand Prairie","75050","32.747314","-97.0277584",40855,34200,34739,"1074.360641"
"Jack in the Box","burgers","925 N Loop 12","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"La Esquina De Pepe #2","mexican","815 N Belt Line Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Sonic Drive-In","hotdogs","1445 N Beltline Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Pizza Hut","pizza","2335 W Shady Grove Rd","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"Burger King","burgers","915 N Beltline Rd","75050","TX","Grand Prairie","75050","32.747314","-97.0277584",40855,34200,34739,"1074.360641"
"Fruteria Sonrisas","icecream","1121 W Pioneer Dr","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"McDonald's","hotdogs","813 E Main","75050","TX","Grand Prairie","75050","32.747314","-97.0277584",40855,34200,34739,"1074.360641"
"Jack in the Box","hotdogs","502 N O Connor Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Krispy Krunchy Chicken, Oconnor foodcourt","tradamerican","901 N Oconnor Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Subway","sandwiches","700 E Irving Blvd","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"Circle K","convenience","1401 N Belt Line Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Subway","sandwiches","2310 W Shady Grove Rd","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"Jack in the Box","hotdogs","2500 W Irving Blvd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"QuikTrip","convenience","1110 N Beltline rd","75050","TX","Grand Prairie","75050","32.747314","-97.0277584",40855,34200,34739,"1074.360641"
"Jack in the Box","burgers","6010 W Davis St.","75211","TX","Dallas","75211","32.7622681","-96.8663762",39870,23286,48557,"965.2189985"
"Church's Chicken","chicken_wings","901 E Main","75050","TX","Grand Prairie","75050","32.747314","-97.0277584",40855,34200,34739,"1074.360641"
"QuikTrip","servicestations","1718 N Beltline rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"QuikTrip","servicestations","5909 W Davis St","75211","TX","Dallas","75211","32.7622681","-96.8663762",39870,23286,48557,"965.2189985"
"Subway","sandwiches","1416 N Story Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Subway","sandwiches","821 N Beltline","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Wingstop","chicken_wings","2920 N Belt Line Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Schlotzsky's","delis","4970 N O'connor Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Burger Street","hotdogs","3401 N Belt Line Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Pacific Table - Las Colinas","seafood","5238 N O'Connor Blvd","75039","TX","Irving","75039","32.8875639","-97.0123055",0,0,0,"0"
"Aunt Cissy's Kitchen and Catering","catering","2824 N O'Connor Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Waffle House","breakfast_brunch","2115 Oakhurst Dr","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Burger Island","burgers","2500 N Story Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Dos Primos Taqueria and Restaurant","mexican","335 S Story Rd","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"Wings 88","hotdogs","4070 N Beltline Rd","75038",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Churchs Chicken","hotdogs","333 S Belt Line Rd","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"McDonald's","hotdogs","4959 N O'connor Rd","75038",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Country Cafe","tradamerican","110 W Airport Frwy","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Papa Johns Pizza","pizza","2201 N. Story Road","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Rudy's Mexican Restaurant","tex-mex","3301 W Rochelle Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"McDonald's","hotdogs","1308 E Airport Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Sonic Drive-In","hotdogs","2327 W Shady Grove","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"Jack in the Box","hotdogs","515 W Airport Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Chipotle Mexican Grill","mexican","2800 N Belt Line Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Shady Grove Wings","chicken_wings","109 W Shady Grove Rd","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"Pizza Hut","pizza","819 N Beltline Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Tortas El Chavo","mexican","3301 North Belt Line Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"La Esquina De Pepe #2","mexican","815 N Belt Line Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Jimmy John's","sandwiches","118 E John Carpenter Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Corner Bakery","sandwiches","118 E John Carpenter Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Church's Chicken","chicken_wings","501 N O'Connor Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Grandy's","hotdogs","2815 Beltline Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Taco Bell","mexican","3321 N Belt Line Rd.","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Sonic Drive-In","burgers","1425 N Loop 12","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Chipotle Mexican Grill","mexican","118 E John Carpenter Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Sub A","sandwiches","1710 E State Hwy 356","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"Chicken Pullita","mexican","904 W Airport Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Fruteria Sonrisas","icecream","1121 W Pioneer Dr","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Braums Ice Cream & Dairy Strs","icecream","1701 E Shady Grove Rd","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"Wendy's","hotdogs","1725 N. Beltline Road","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Taco Bell","hotdogs","801 S Belt Line Rd.","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"S&T Boba and Foods To Go","bubbletea","1111 Coker St","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Krispy Krunchy Chicken, Oconnor foodcourt","tradamerican","901 N Oconnor Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Whataburger","hotdogs","2931 N Belt Line Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Taco Bell","mexican","1022 W Shady Grove Rd","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"Sonic Drive-In","hotdogs","1445 N Beltline Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Po’ Melvin’s","tradamerican","4070 N Belt Line Rd","75038",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Pizza Hut","pizza","1111 W Airport Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Sonic Drive-In","hotdogs","3431 West Walnut Hill","75038",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Church's Chicken","chicken_wings","2530 N Story Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Jack in the Box","burgers","925 N Loop 12","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Taqueria Arandas","mexican","1225 W Airport Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Jack in the Box","hotdogs","502 N O Connor Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Taqueria Diana's","mexican","833 E Shady Grove Rd","75060","TX","Irving","75060","32.7992264","-96.927862",34346,31748,24602,"562.5181942"
"QuikTrip","servicestations","2215 N O'Conner rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"City Pizza + Wings","pizza","4016 N Belt Line Rd","75038",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Pacific Table - Las Colinas","seafood","5238 N O'Connor Blvd","75039","TX","Irving","75039","32.8875639","-97.0123055",0,0,0,"0"
"Fuzzy's Taco Shop","mexican","1100 W John Carpenter Fwy","75039","TX","Irving","75039","32.8875639","-97.0123055",0,0,0,"0"
"S&T Boba and Foods To Go","bubbletea","1111 Coker St","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Burger King","burgers","2525 W Airport Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Dairy Queen","burgers","2845 W Airport Fwy","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Waffle House","breakfast_brunch","2115 Oakhurst Dr","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Jack in the Box","hotdogs","5340 Macarthur Blvd","75038",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wings 88","hotdogs","4070 N Beltline Rd","75038",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"KFC","hotdogs","1717 N Story Rd","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Aunt Cissy's Kitchen and Catering","catering","2824 N O'Connor Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Country Cafe","tradamerican","110 W Airport Frwy","75061","TX","Irving","75061","32.833226","-96.9517685",69029,52672,57591,"427.6180908"
"Tortas El Chavo","mexican","3301 North Belt Line Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
"Burger Island","burgers","2500 N Story Rd","75062","TX","Irving","75062","32.8602976","-97.0012003",58835,300000,50856,"254.1963039"
